vessel,1362554304,17,1139,56
vessel,1362554424,18,1148,28
wind_speed,1362554424,48.9,-30.3,6.2
wind_speed,1362554484,30.9,-19.2,19.4
wind_speed,1362554484,48.9,-30.3,12.1
wind_speed,1362554604,25.2,-46.8,1.9
wind_speed,1362554844,36.1,-47.5,5.0
wind_speed,1362555204,36.1,-47.5,17.7
wind_speed,1362555204,36.1,-47.5,16.5
vessel,1362555444,3,1669,11
wind_speed,1362555444,30.9,-19.2,3.2
wind_speed,1362555444,30.9,-19.2,16.8
wind_speed,1362555504,25.2,-46.8,16.4
wind_speed,1362555504,48.9,-30.3,11.9
vessel,1362555504,7,1138,78
vessel,1362555624,18,1878,18
wind_speed,1362555684,25.2,-46.8,10.2
vessel,1362555744,12,1511,85
vessel,1362555804,13,1422,8
vessel,1362555924,16,1598,10
vessel,1362555924,11,1756,50
vessel,1362555924,21,1061,39
wind_speed,1362555924,30.9,-19.2,3.3
wind_speed,1362556044,36.1,-47.5,14.7
wind_speed,1362556164,36.1,-47.5,0.5
vessel,1362556224,0,1455,39
vessel,1362556224,24,1460,59
vessel,1362556224,11,1021,8
wind_speed,1362556284,30.9,-19.2,19.8
wind_speed,1362556344,48.9,-30.3,1.7
wind_speed,1362556464,36.1,-47.5,2.6
wind_speed,1362556644,30.9,-19.2,16.4
wind_speed,1362557064,30.9,-19.2,0.5
vessel,1362557424,17,1834,59
vessel,1362557484,9,1780,95
wind_speed,1362557544,30.9,-19.2,17.9
wind_speed,1362557604,25.2,-46.8,12.5
vessel,1362557784,12,1835,98
wind_speed,1362557784,48.9,-30.3,2.2
vessel,1362557964,5,1573,11
wind_speed,1362558144,36.1,-47.5,6.7
vessel,1362558144,10,1932,81
vessel,1362558324,9,1546,80
vessel,1362558384,24,1269,75
vessel,1362558384,13,1743,79
vessel,1362558384,17,1347,1
vessel,1362558444,21,1142,73
wind_speed,1362558504,36.1,-47.5,12.4
wind_speed,1362558744,48.9,-30.3,6.6
vessel,1362558744,19,1956,70
wind_speed,1362558744,48.9,-30.3,10.5
vessel,1362558744,3,1551,29
vessel,1362558924,17,1996,95
vessel,1362558984,12,1854,35
vessel,1362559224,14,1681,79
wind_speed,1362559284,36.1,-47.5,13.3
wind_speed,1362559524,30.9,-19.2,12.9
wind_speed,1362559524,30.9,-19.2,4.2
wind_speed,1362559644,36.1,-47.5,9.8
vessel,1362559644,4,1866,18
wind_speed,1362559764,25.2,-46.8,18.1
wind_speed,1362559884,48.9,-30.3,7.7
wind_speed,1362560184,48.9,-30.3,3.0
vessel,1362560244,12,1597,63
wind_speed,1362560304,48.9,-30.3,8.5
vessel,1362560364,21,1720,1
vessel,1362560484,16,1434,69
wind_speed,1362560544,30.9,-19.2,19.4
vessel,1362560604,7,1116,94
vessel,1362560664,16,1026,91
vessel,1362560784,8,1395,95
wind_speed,1362561024,48.9,-30.3,0.9
vessel,1362561084,1,1083,36
vessel,1362561204,17,1600,47
vessel,1362561264,16,1084,94
vessel,1362561324,24,1239,90
wind_speed,1362561444,48.9,-30.3,6.1
vessel,1362561624,14,1944,58
vessel,1362561624,11,1283,67
vessel,1362561804,5,1121,72
wind_speed,1362561864,30.9,-19.2,5.5
wind_speed,1362562164,30.9,-19.2,16.9
vessel,1362562164,9,1215,11
vessel,1362562284,3,1774,55
wind_speed,1362562344,48.9,-30.3,17.9
vessel,1362562524,7,1947,18
wind_speed,1362562524,25.2,-46.8,9.4
wind_speed,1362562644,30.9,-19.2,13.2
wind_speed,1362562644,30.9,-19.2,6.3
vessel,1362562704,16,1778,54
wind_speed,1362562824,30.9,-19.2,11.2
wind_speed,1362562824,25.2,-46.8,12.6
vessel,1362562884,13,1826,67
wind_speed,1362562884,36.1,-47.5,16.6
vessel,1362563004,23,1766,40
wind_speed,1362563004,30.9,-19.2,16.8
wind_speed,1362563604,25.2,-46.8,12.9
wind_speed,1362563724,36.1,-47.5,6.4
vessel,1362563724,22,1021,39
vessel,1362563784,6,1735,63
wind_speed,1362563784,48.9,-30.3,6.1
vessel,1362563844,23,1637,6
wind_speed,1362564144,30.9,-19.2,9.6
vessel,1362564204,1,1463,90
vessel,1362564204,12,1910,11
vessel,1362564324,21,1960,67
wind_speed,1362564384,36.1,-47.5,2.9
vessel,1362564504,7,1329,31
vessel,1362564564,1,1888,92
vessel,1362564624,14,1962,46
vessel,1362564804,12,1225,26
vessel,1362565104,20,1598,77
wind_speed,1362565404,25.2,-46.8,11.1
wind_speed,1362565764,48.9,-30.3,12.7
vessel,1362565764,10,1607,10
vessel,1362565824,15,1300,20
vessel,1362565824,21,1552,0
vessel,1362565824,12,1880,66
vessel,1362565884,1,1086,79
vessel,1362565944,20,1440,97
vessel,1362565944,11,1914,90
vessel,1362566004,3,1166,69
wind_speed,1362566064,30.9,-19.2,2.8
wind_speed,1362566304,30.9,-19.2,1.2
wind_speed,1362566484,25.2,-46.8,2.8
vessel,1362566664,21,1319,4
vessel,1362566724,10,1887,45
wind_speed,1362566844,30.9,-19.2,8.3
vessel,1362566844,8,1014,9
wind_speed,1362566964,30.9,-19.2,16.9
wind_speed,1362567024,36.1,-47.5,3.5
vessel,1362567024,4,1089,31
vessel,1362567204,11,1337,53
wind_speed,1362567264,36.1,-47.5,12.6
vessel,1362567564,4,1195,99
wind_speed,1362567624,25.2,-46.8,12.0
vessel,1362567684,20,1367,6
wind_speed,1362567684,25.2,-46.8,17.3
wind_speed,1362567684,48.9,-30.3,11.2
wind_speed,1362567804,25.2,-46.8,5.2
wind_speed,1362567804,48.9,-30.3,10.0
vessel,1362567864,7,1967,19
wind_speed,1362567864,30.9,-19.2,9.1
wind_speed,1362567924,30.9,-19.2,1.2
wind_speed,1362567984,48.9,-30.3,4.4
wind_speed,1362568164,30.9,-19.2,0.7
wind_speed,1362568164,25.2,-46.8,12.5
wind_speed,1362568344,36.1,-47.5,5.2
wind_speed,1362568464,30.9,-19.2,16.7
vessel,1362568584,14,1010,44
wind_speed,1362568824,36.1,-47.5,8.9
wind_speed,1362568884,36.1,-47.5,8.3
vessel,1362569184,12,1630,56
wind_speed,1362569184,30.9,-19.2,1.3
wind_speed,1362569244,36.1,-47.5,2.3
vessel,1362569364,12,1085,28
wind_speed,1362569364,36.1,-47.5,7.6
vessel,1362569424,7,1156,99
vessel,1362569544,13,1998,6
wind_speed,1362569604,25.2,-46.8,4.1
wind_speed,1362569664,36.1,-47.5,9.2
vessel,1362569844,14,1916,91
vessel,1362570024,18,1075,93
vessel,1362570084,0,1555,17
vessel,1362570084,1,1115,16
vessel,1362570084,10,1427,99
wind_speed,1362570144,36.1,-47.5,2.3
wind_speed,1362570564,30.9,-19.2,4.8
wind_speed,1362570864,36.1,-47.5,3.2
wind_speed,1362570864,48.9,-30.3,11.6
wind_speed,1362571044,36.1,-47.5,18.1
vessel,1362571104,15,1105,14
vessel,1362571284,21,1084,61
wind_speed,1362571464,36.1,-47.5,15.9
vessel,1362571704,1,1619,71
vessel,1362571884,11,1264,36
vessel,1362572184,2,1367,92
vessel,1362572244,21,1919,35
vessel,1362572244,12,1557,23
wind_speed,1362572304,25.2,-46.8,2.0
wind_speed,1362572484,36.1,-47.5,11.6
wind_speed,1362572664,30.9,-19.2,1.3
wind_speed,1362572664,48.9,-30.3,4.3
wind_speed,1362572724,48.9,-30.3,10.4
vessel,1362572784,12,1895,18
vessel,1362572904,14,1076,85
vessel,1362573024,7,1097,16
wind_speed,1362573144,30.9,-19.2,0.6
vessel,1362573204,21,1809,16
vessel,1362573204,9,1385,64
vessel,1362573264,6,1396,39
wind_speed,1362573264,30.9,-19.2,10.6
vessel,1362573264,19,1475,46
wind_speed,1362573384,30.9,-19.2,6.3
vessel,1362573564,2,1210,71
wind_speed,1362573564,48.9,-30.3,11.2
wind_speed,1362573804,25.2,-46.8,7.4
wind_speed,1362573804,25.2,-46.8,7.3
wind_speed,1362573864,25.2,-46.8,4.0
wind_speed,1362573924,30.9,-19.2,5.0
wind_speed,1362574044,36.1,-47.5,8.3
wind_speed,1362574104,36.1,-47.5,6.6
vessel,1362574284,5,1847,64
wind_speed,1362574344,48.9,-30.3,16.2
wind_speed,1362574344,30.9,-19.2,1.5
wind_speed,1362574584,25.2,-46.8,18.2
wind_speed,1362574584,48.9,-30.3,9.2
vessel,1362574644,15,1145,48
wind_speed,1362574764,25.2,-46.8,3.4
wind_speed,1362574764,30.9,-19.2,14.9
wind_speed,1362574884,30.9,-19.2,4.3
wind_speed,1362574884,48.9,-30.3,19.7
vessel,1362575064,24,1313,5
wind_speed,1362575064,30.9,-19.2,10.1
wind_speed,1362575124,36.1,-47.5,12.6
vessel,1362575184,10,1186,41
wind_speed,1362575304,25.2,-46.8,17.4
vessel,1362575364,4,1052,60
vessel,1362575364,14,1382,18
wind_speed,1362575424,36.1,-47.5,2.4
vessel,1362575424,11,1111,62
vessel,1362575424,1,1486,4
vessel,1362575424,13,1306,41
vessel,1362575544,12,1882,50
vessel,1362575604,11,1335,7
vessel,1362575844,24,1257,24
vessel,1362575904,18,1465,20
wind_speed,1362576024,48.9,-30.3,18.5
wind_speed,1362576144,36.1,-47.5,12.5
vessel,1362576324,3,1053,64
wind_speed,1362576384,30.9,-19.2,1.8
wind_speed,1362576384,25.2,-46.8,11.3
vessel,1362576444,0,1660,10
vessel,1362576684,18,1103,62
vessel,1362576684,0,1026,44
vessel,1362576744,6,1320,72
wind_speed,1362576864,30.9,-19.2,12.5
vessel,1362576924,6,1018,56
wind_speed,1362577044,48.9,-30.3,7.1
wind_speed,1362577584,48.9,-30.3,6.5
vessel,1362577824,18,1245,26
wind_speed,1362577884,25.2,-46.8,11.6
vessel,1362577944,3,1533,91
vessel,1362578124,8,1527,84
wind_speed,1362578244,30.9,-19.2,5.8
wind_speed,1362578244,25.2,-46.8,16.0
vessel,1362578364,10,1972,57
vessel,1362578364,4,1640,91
vessel,1362578364,22,1741,44
vessel,1362578364,8,1905,19
wind_speed,1362578364,25.2,-46.8,9.4
vessel,1362578484,0,1669,12
vessel,1362578484,18,1528,32
wind_speed,1362578784,30.9,-19.2,2.4
wind_speed,1362578904,48.9,-30.3,7.8
wind_speed,1362578964,25.2,-46.8,1.4
vessel,1362578964,24,1934,13
vessel,1362579144,17,1420,35
vessel,1362579144,5,1216,20
wind_speed,1362579264,36.1,-47.5,16.2
wind_speed,1362579444,48.9,-30.3,17.6
wind_speed,1362579444,25.2,-46.8,2.6
wind_speed,1362579504,25.2,-46.8,11.8
vessel,1362579804,14,1309,47
vessel,1362579864,2,1938,29
wind_speed,1362579864,25.2,-46.8,1.0
wind_speed,1362579984,30.9,-19.2,0.6
wind_speed,1362579984,36.1,-47.5,4.3
wind_speed,1362580224,30.9,-19.2,3.0
vessel,1362580284,1,1236,38
wind_speed,1362580284,30.9,-19.2,19.7
vessel,1362580344,10,1107,16
vessel,1362580344,22,1145,37
vessel,1362580404,1,1448,14
wind_speed,1362580464,25.2,-46.8,13.5
vessel,1362580584,19,1650,54
wind_speed,1362581004,48.9,-30.3,9.5
wind_speed,1362581004,48.9,-30.3,7.1
wind_speed,1362581064,48.9,-30.3,6.9
wind_speed,1362581184,48.9,-30.3,4.0
wind_speed,1362581184,25.2,-46.8,4.7
vessel,1362581184,2,1043,19
wind_speed,1362581244,36.1,-47.5,8.9
vessel,1362581364,12,1213,61
vessel,1362581364,19,1684,27
wind_speed,1362581424,36.1,-47.5,13.5
vessel,1362581424,24,1031,97
vessel,1362581424,7,1967,35
vessel,1362581484,24,1084,89
wind_speed,1362581484,25.2,-46.8,4.7
vessel,1362581604,3,1705,14
wind_speed,1362581724,30.9,-19.2,4.0
wind_speed,1362581724,48.9,-30.3,7.4
vessel,1362581724,21,1928,48
vessel,1362581844,5,1803,98
wind_speed,1362581904,25.2,-46.8,10.9
vessel,1362581964,4,1370,16
vessel,1362581964,1,1187,45
wind_speed,1362581964,36.1,-47.5,3.5
